2000,423
2001,466
2002,532
2003,628
2004,733
2005,819
2006,898
2007,957
2008,"1,040"
2009,"1,043"
2010,"1,022"
2011,"1,036"
2012,"1,107"
2013,"1,165"
2014,"1,428"
2015,"1,965"
2016,"2,338"
2017,"2,522"
2018,"2,570"
2019,"2,860"
